"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062";"Locus.Identifier";"Annotation"
"258764_at";13864;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7072;"0.0622";"0.0031";"AT3G10720";"pectinesterase, putative"
"258769_at";13869;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1435;"0";"0";"AT3G10870";"hydrolase, alpha/beta fold family protein"
"258784_at";13884;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4323;"0.0362";"0,0007";"AT3G11770";"nucleic acid binding"
"258791_at";13891;2.0529;"0.0825";"0,0005";NA;NA;NA;NA;NA;NA;0.5919;"0.0184";"0,0006";"AT3G04720";"PR4 (PATHOGENESIS-RELATED 4)"
"258792_at";13892;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3518;"0.0764";"0.0025";"AT3G04640";"glycine-rich protein"
"258811_at";13911;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5005;"0.0265";"0,0005";"AT3G03990";"esterase/lipase/thioesterase family protein"
"258830_at";13930;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7454;"0.0929";"0.0052";"AT3G07090";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G25170.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO46108.1); contains InterPro domain Protein of unknown function DUF862, eukaryotic (InterPro:IPR008580)"
"258851_at";13951;0.24;"0.0042";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G03190";"ATGSTF11 (GLUTATHIONE S-TRANSFERASE F11); glutathione transferase"
"258866_at";13966;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6907;"0.0056";"0,0001";"AT3G03180";"Got1-like family protein"
"258873_at";13973;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2666;"0,0001";"0";"AT3G03240";"esterase/lipase/thioesterase family protein"
"258880_at";13980;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4676;"0.0369";"0,0008";"AT3G06420";"ATG8H (AUTOPHAGY 8H); microtubule binding"
"258890_at";13990;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6384;"0.0364";"0.0015";"AT3G05690";"ATHAP2B/HAP2B/UNE8 (HEME ACTIVATOR PROTEIN (YEAST) HOMOLOG 2B); transcription factor"
"258901_at";14001;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4313;"0.003";"0";"AT3G05640";"protein phosphatase 2C, putative / PP2C, putative"
"258910_at";14010;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3558;"0.0892";"0.0032";"AT3G06480";"DEAD box RNA helicase, putative"
"258913_at";14013;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5712;"0.0177";"0,0006";"AT3G06450";"anion exchange family protein"
"258917_at";14017;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.534;"0.0184";"0,0003";"AT3G10630";"glycosyl transferase family 1 protein"
"258919_at";14019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5492;"0.0117";"0,0003";"AT3G10525";"similar to SIM (SIAMESE) [Arabidopsis thaliana] (TAIR:AT5G04470.1)"
"258925_at";14025;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3968;"0.0662";"0.0019";"AT3G10420";"sporulation protein-related"
"258933_at";14033;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5121;"0.019";"0,0003";"AT3G09980";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G03660.1); similar to unknown [Populus trichocarpa] (GB:ABK95581.1); similar to unknown [Populus trichocarpa] (GB:ABK93998.1); contains InterPro domain Protein of unknown function DUF662 (InterPro:IPR007033)"
"258934_at";14034;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3902;"0.058";"0.0016";"AT3G10140";"RECA3 (RECA HOMOLOG 3); DNA binding / DNA-dependent ATPase"
"258935_at";14035;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7189;"0.08";"0.0042";"AT3G10120";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G03890.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN62766.1)"
"258974_at";14074;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5195;"0.0305";"0,0006";"AT3G01890";"SWIB complex BAF60b domain-containing protein"
"258975_at";14075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4696;"0.0047";"0,0001";"AT3G01970";"WRKY45 (WRKY DNA-binding protein 45); transcription factor"
"258979_at";14079;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3765;"0.0014";"0";"AT3G09440";"heat shock cognate 70 kDa protein 3 (HSC70-3) (HSP70-3)"
"258990_at";14090;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0937;"0,0003";"0";"AT3G08840";"D-alanine--D-alanine ligase family"
"259004_at";14104;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7065;"0.0831";"0.0044";"AT3G01840";"protein kinase family protein"
"259015_at";14115;2.8788;"0.0444";"0,0002";4.5672;0.0168;"0";NA;NA;NA;NA;NA;NA;"AT3G07350";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G25240.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO38687.1); contains InterPro domain Protein of unknown function DUF506, plant (InterPro:IPR006502)"
"259021_at";14121;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5294;"0.0093";"0,0002";"AT3G07540";"formin homology 2 domain-containing protein / FH2 domain-containing protein"
"259033_at";14133;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4296;"0.0027";"0";"AT3G09410";"pectinacetylesterase family protein"
"259034_at";14134;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3329;"0.0847";"0.0029";"AT3G09410";"pectinacetylesterase family protein"
"259041_at";14141;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4539;"0.0322";"0,0006";"AT3G07330";"ATCSLC06 (Cellulose synthase-like C6); transferase, transferring glycosyl groups"
"259071_at";14171;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7283;"0.0831";"0.0044";"AT3G11650";"NHL2 (NDR1/HIN1-like 2)"
"259076_at";14176;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4666;"0.0284";"0,0005";"AT3G02140";"TMAC2 (TWO OR MORE ABRES-CONTAINING GENE 2)"
"259077_s_at";14177;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7114;"0.0646";"0.0032";"AT5G15650;AT3G02230";"[AT5G15650, RGP2 (REVERSIBLY GLYCOSYLATED POLYPEPTIDE 2); alpha-1,4-glucan-protein synthase (UDP-forming)];[AT3G02230, RGP1 (REVERSIBLY GLYCOSYLATED POLYPEPTIDE 1)]"
"259102_at";14202;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5144;"0.0088";"0,0002";"AT3G11660";"NHL1 (NDR1/HIN1-like 1)"
"259104_at";14204;NA;NA;NA;NA;NA;NA;0.2503;0.0521;"0,0001";0.4198;"0.0026";"0";"AT3G02170";"LNG2 (LONGIFOLIA2)"
"259115_at";14215;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4023;"0.0739";"0.0023";"AT3G01360";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G55230.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN73131.1); contains InterPro domain Protein of unknown function DUF716 (InterPro:IPR006904)"
"259116_at";14216;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.618;"0.0239";"0,0009";"AT3G01350";"proton-dependent oligopeptide transport (POT) family protein"
"259117_at";14217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4405;"0.0576";"0.0016";"AT3G01320";"similar to paired amphipathic helix repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G70060.1); similar to ATSIN3/SIN3 (Arabidopsis thaliana sin3 homolog) [Arabidopsis thaliana] (TAIR:AT1G24190.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G15020.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40976.1); similar to hypothetical protein OsJ_000071 [Oryza sativa (japonica cultivar-group)] (GB:EAZ10246.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14871.1); contains InterPro domain Histone deacetylase interacting (InterPro:IPR013194); contains InterPro domain Paired amphipathic helix; (InterPro:IPR003822)"
"259136_at";14236;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3432;"0,0006";"0";"AT3G05470";"formin homology 2 domain-containing protein / FH2 domain-containing protein"
"259149_at";14249;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3271;"0,0004";"0";"AT3G10340";"phenylalanine ammonia-lyase, putative"
"259150_at";14250;NA;NA;NA;0.3214;0.0829;"0,0001";NA;NA;NA;NA;NA;NA;"AT3G10320";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G41640.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23616.1); contains InterPro domain Protein of unknown function DUF563 (InterPro:IPR007657)"
"259163_at";14263;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.642;"0.0393";"0.0017";"AT3G01490";"protein kinase, putative"
"259165_at";14265;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4543;"0.0037";"0,0001";"AT3G01472;AT3G01470";"[AT3G01472, CPuORF33 (Conserved peptide upstream open reading frame 33)];[AT3G01470, ATHB-1 (Homeobox-leucine zipper protein HAT5); transcription factor]"
"259174_at";14274;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4186;"0.0606";"0.0017";"AT3G03690";"UNE7 (unfertilized embryo sac 7); acetylglucosaminyltransferase/ transferase, transferring glycosyl groups"
"259182_at";14282;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2533;"0,0002";"0";"AT3G01750";"ankyrin repeat family protein"
"259184_at";14284;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5188;"0.0189";"0,0003";"AT3G01520";"universal stress protein (USP) family protein"
"259200_at";14300;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5534;"0.0152";"0,0005";"AT3G09070";"glycine-rich protein"
"259231_at";14331;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6095;"0.0077";"0,0001";"AT3G11410";"AHG3/ATPP2CA (ARABIDOPSIS THALIANA PROTEIN PHOSPHATASE 2CA); protein binding / protein serine/threonine phosphatase"
"259264_at";14364;0.4267;"0.0587";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G01260";"aldose 1-epimerase family protein"
"259272_at";14372;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9822;"0,0005";"0";"AT3G01290";"band 7 family protein"
"259292_at";14392;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3513;"0.0776";"0.0025";"AT3G11560";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06220.1); similar to hypothetical protein OsJ_026592 [Oryza sativa (japonica cultivar-group)] (GB:EAZ43109.1); similar to hypothetical protein OsI_028617 [Oryza sativa (indica cultivar-group)] (GB:EAZ07385.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD09288.1); contains InterPro domain LETM1-like (InterPro:IPR011685)"
"259297_at";14397;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5539;"0.0166";"0,0002";"AT3G05360";"disease resistance family protein / LRR family protein"
"259300_at";14400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4302;"0.0461";"0.0011";"AT3G05100";"similar to hypothetical protein [Vitis vinifera] (GB:CAN76021.1); contains InterPro domain Methyltransferase type 12 (InterPro:IPR013217)"
"259312_at";14412;2.0138;"0.0908";"0,0006";NA;NA;NA;NA;NA;NA;1.9248;"0,0008";"0";"AT3G05200";"ATL6 (Arabidopsis T?xicos en Levadura 6); protein binding / zinc ion binding"
"259318_at";14418;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6172;"0.012";"0,0001";"AT3G01100";"HYP1 (HYPOTHETICAL PROTEIN 1)"
"259340_at";14440;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7186;"0.073";"0.0038";"AT3G03870";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G18130.2)"
"259372_at";14472;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.272;"0,0003";"0";"AT1G69120";"AP1 (APETALA1); DNA binding / transcription factor"
"259373_at";14473;0.4222;"0.0593";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G69160";"unknown protein"
"259375_at";14475;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6413;"0.0326";"0.0013";"AT3G16370";"GDSL-motif lipase/hydrolase family protein"
"259380_at";14480;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4038;"0.002";"0";"AT3G16340";"ATPDR1/PDR1 (PLEIOTROPIC DRUG RESISTANCE 1); ATPase, coupled to transmembrane movement of substances"
"259386_at";14486;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5732;"0.0153";"0,0005";"AT1G13400";"JGL/NUB (NUBBIN); nucleic acid binding / zinc ion binding"
"259398_at";14498;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5225;"0.0088";"0,0002";"AT1G17700";"prenylated rab acceptor (PRA1) family protein"
"259399_at";14499;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2901;"0,0002";"0";"AT1G17710";"phosphoric monoester hydrolase"
"259403_at";14503;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4242;"0.0026";"0";"AT1G17745";"PGDH (3-PHOSPHOGLYCERATE DEHYDROGENASE); phosphoglycerate dehydrogenase"
"259420_at";14520;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4935;"0.0289";"0,0005";"AT1G13900";"calcineurin-like phosphoesterase family protein"
"259424_at";14524;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4493;"0.006";"0,0001";"AT1G13830";"beta-1,3-glucanase-related"
"259445_at";14545;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5719;"0.017";"0,0005";"AT1G02400";"ATGA2OX6/DTA1 (GIBBERELLIN 2-OXIDASE 6); gibberellin 2-beta-dioxygenase"
"259460_at";14560;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4189;"0.0397";"0,0009";"AT1G44000";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G11911.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN81476.1)"
"259466_at";14566;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1554;"0,0002";"0";"AT1G19050";"ARR7 (RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator"
"259479_at";14579;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4669;"0.0055";"0,0001";"AT1G19020";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G48180.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40966.1)"
"259502_at";14602;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6252;"0.0077";"0,0001";"AT1G15670";"kelch repeat-containing F-box family protein"
"259513_at";14613;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6048;"0.0227";"0,0008";"AT1G12430";"PAK (PHOSPHATIDIC ACID KINASE); microtubule motor"
"259516_at";14616;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6826;"0.0552";"0.0027";"AT1G20450";"ERD10/LTI45 (EARLY RESPONSIVE TO DEHYDRATION 10)"
"259518_at";14618;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3353;"0.0799";"0.0027";"AT1G20510";"OPCL1 (OPC-8:0 COA LIGASE1); 4-coumarate-CoA ligase"
"259520_at";14620;0.3052;"0.0094";"0";NA;NA;NA;NA;NA;NA;0.3591;"0,0008";"0";"AT1G12320";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G62840.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO24498.1); contains InterPro domain Protein of unknown function DUF1442 (InterPro:IPR009902)"
"259528_at";14628;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7477;"0.0966";"0.0054";"AT1G12330";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G12900.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO16971.1)"
"259530_at";14630;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4433;"0.0378";"0,0008";"AT1G12450";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G22850.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO63604.1); contains InterPro domain SNARE associated Golgi protein (InterPro:IPR015414)"
"259537_at";14637;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6715;"0.0066";"0,0001";"AT1G12370";"PHR1 (PHOTOLYASE 1)"
"259540_at";14640;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.688;"0.062";"0.0031";"AT1G20640";"RWP-RK domain-containing protein"
"259541_at";14641;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6938;"0.0563";"0.0027";"AT1G20650";"protein kinase"
"259546_at";14646;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5903;"0.0217";"0,0008";"AT1G35350";"similar to SHB1 (SHORT HYPOCOTYL UNDER BLUE1) [Arabidopsis thaliana] (TAIR:AT4G25350.1); similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT1G26730.1); similar to ATP binding / ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G14040.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO68453.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO68461.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN73334.1); contains InterPro domain SPX, N-terminal (InterPro:IPR004331); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)"
"259548_at";14648;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6314;"0.0081";"0,0001";"AT1G35260";"MLP165 (MLP-LIKE PROTEIN 165)"
"259549_at";14649;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3851;"0.0014";"0";"AT1G35290";"thioesterase family protein"
"259553_x_at";14653;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4251;"0.0026";"0";"AT1G21310";"ATEXT3 (EXTENSIN 3); structural constituent of cell wall"
"259561_at";14661;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4383;"0.0034";"0,0001";"AT1G21250";"WAK1 (CELL WALL-ASSOCIATED KINASE); kinase"
"259583_at";14683;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6078;"0.0238";"0,0009";"AT1G28070";"protein binding"
"259596_at";14696;NA;NA;NA;31.2505;0;"0";5.1931;0.0133;"0";4.191;"0";"0";"AT1G28130";"GH3.17; indole-3-acetic acid amido synthetase"
"259598_at";14698;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6943;"0.0525";"0.0025";"AT1G27980";"pyridoxal-dependent decarboxylase family protein"
"259601_s_at";14701;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4588;"0.0396";"0,0009";"AT2G12210;AT2G11060;AT1G35280";"[AT2G12210, transposable element gene];[AT2G11060, transposable element gene];[AT1G35280, transposable element gene]"
"259609_at";14709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.708;"0.068";"0.0034";"AT1G52410";"TSA1 (TSK-ASSOCIATING PROTEIN 1); calcium ion binding / protein binding"
"259614_at";14714;NA;NA;NA;6.8276;0.0117;"0";NA;NA;NA;1.8076;"0.0022";"0";"AT1G47990";"ATGA2OX4 (GIBBERELLIN 2-OXIDASE 4); gibberellin 2-beta-dioxygenase"
"259618_at";14718;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6901;"0.0768";"0.004";"AT1G48000";"MYB112 (myb domain protein 112); DNA binding / transcription factor"
"259632_at";14732;2.2773;"0.06";"0,0003";NA;NA;NA;NA;NA;NA;0.3017;"0,0003";"0";"AT1G56430";"nicotianamine synthase, putative"
"259640_at";14740;2.6863;"0.042";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G52400";"BGL1 (BETA-GLUCOSIDASE HOMOLOG 1); hydrolase, hydrolyzing O-glycosyl compounds"
"259655_at";14755;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7292;"0.0806";"0.0043";"AT1G55210";"disease resistance response"
"259656_at";14756;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4832;"0.0057";"0,0001";"AT1G55200";"protein kinase family protein"
"259680_at";14780;NA;NA;NA;NA;NA;NA;0.2936;0.0925;"0,0003";0.1579;"0";"0";"AT1G77690";"amino acid permease, putative"
"259705_at";14805;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6007;"0.019";"0,0006";"AT1G77450";"ANAC032 (Arabidopsis NAC domain containing protein 32); transcription factor"
"259710_at";14810;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7158;"0.0734";"0.0038";"AT1G77670";"aminotransferase class I and II family protein"
"259713_at";14813;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7125;"0.0694";"0.0035";"AT1G77610";"glucose-6-phosphate/phosphate translocator-related"
"259721_at";14821;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4509;"0.0036";"0,0001";"AT1G60890";"phosphatidylinositol-4-phosphate 5-kinase family protein"
"259723_at";14823;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3298;"0.0911";"0.0033";"AT1G60960";"IRT3 (Iron regulated transporter 3); cation transmembrane transporter/ metal ion transmembrane transporter"
"259725_at";14825;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.354;"0.0661";"0.0019";"AT1G61065";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G27435.1); similar to unknown [Populus trichocarpa] (GB:ABK92609.1); contains InterPro domain Protein of unknown function DUF1218 (InterPro:IPR009606)"
"259733_at";14833;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6579;"0.0057";"0,0001";"AT1G77480";"nucellin protein, putative"
"259735_at";14835;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6549;"0.0373";"0.0016";"AT1G64405";"unknown protein"
"259751_at";14851;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6876;"0.0576";"0.0028";"AT1G71030";"ATMYBL2 (Arabidopsis myb-like 2); DNA binding / transcription factor"
"259753_at";14853;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5782;"0.0154";"0,0005";"AT1G71050";"heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related"
"259757_at";14857;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.645;"0.0323";"0.0013";"AT1G77510";"ATPDIL1-2 (PDI-LIKE 1-2); protein disulfide isomerase"
"259766_at";14866;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5674;"0.0253";"0,0004";"AT1G64360";"unknown protein"
"259773_at";14873;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7241;"0.0855";"0.0046";"AT1G29500";"auxin-responsive protein, putative"
"259783_at";14883;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6226;"0.0251";"0,0009";"AT1G29510";"SAUR68 (SMALL AUXIN UPREGULATED 68)"
"259786_at";14886;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5002;"0.0062";"0,0001";"AT1G29660";"GDSL-motif lipase/hydrolase family protein"
"259788_at";14888;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6565;"0.0349";"0.0015";"AT1G29670";"GDSL-motif lipase/hydrolase family protein"
"259789_at";14889;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4714;"0.0055";"0,0001";"AT1G29395";"COR414-TM1 (cold regulated 414 thylakoid membrane 1)"
"259790_s_at";14890;NA;NA;NA;24.0537;0;"0";NA;NA;NA;NA;NA;NA;"AT1G29430;AT5G27780";"[AT1G29430, auxin-responsive family protein];[AT5G27780, auxin-responsive family protein]"
"259794_at";14894;0.4684;"0.0799";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G64330";"myosin heavy chain-related"
"259801_at";14901;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2578;"0,0001";"0";"AT1G72230";"plastocyanin-like domain-containing protein"
"259802_at";14902;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3528;"0,0008";"0";"AT1G72260";"THI2.1 (THIONIN 2.1); toxin receptor binding"
"259811_at";14911;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4959;"0.0099";"0,0002";"AT1G49830";"ethylene-responsive protein -related"
"259817_at";14917;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5224;"0.0308";"0,0006";"AT1G49880";"Erv1/Alr family protein"
"259831_at";14931;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7759;"0.0056";"0,0001";"AT1G69600";"ATHB29/ZFHD1 (ZINC FINGER HOMEODOMAIN 1); DNA binding / transcription activator/ transcription factor"
"259832_at";14932;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4847;"0.0057";"0,0001";"AT1G69580";"transcription factor"
"259839_at";14939;NA;NA;NA;NA;NA;NA;0.249;0.0554;"0,0001";0.2856;"0,0002";"0";"AT1G52190";"proton-dependent oligopeptide transport (POT) family protein"
"259842_at";14942;NA;NA;NA;11.9494;0.005;"0";11.5684;0.0017;"0";4.5443;"0";"0";"AT1G73602;AT1G73600";"[AT1G73602, CPuORF32 (Conserved peptide upstream open reading frame 32)];[AT1G73600, phosphoethanolamine N-methyltransferase]"
"259845_at";14945;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.518;"0.0095";"0,0002";"AT1G73590";"PIN1 (PIN-FORMED 1); transporter"
"259859_at";14959;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3695;"0.0702";"0.0021";"AT1G68410";"protein phosphatase 2C-related / PP2C-related"
"259871_at";14971;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0539;"0";"0";"AT1G76800";"nodulin, putative"
"259875_s_at";14975;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7135;"0.0693";"0.0035";"AT1G76690;AT1G76680";"[AT1G76690, OPR2 (12-oxophytodienoate reductase 2); 12-oxophytodienoate reductase];[AT1G76680, OPR1 (12-oxophytodienoate reductase 1); 12-oxophytodienoate reductase]"
"259879_at";14979;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.653;"0.016";"0,0002";"AT1G76650";"CML38; calcium ion binding"
"259885_at";14985;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5679;"0.0132";"0,0002";"AT1G76380";"DNA-binding bromodomain-containing protein"
"259892_at";14992;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4213;"0.0028";"0";"AT1G72610";"GLP1 (GERMIN-LIKE PROTEIN 1); manganese ion binding / metal ion binding / nutrient reservoir"
"259902_at";15002;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.483;"0.0285";"0,0005";"AT1G74170";"protein binding"
"259904_at";15004;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.143;"0,0003";"0";"AT1G74150";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G18610.1); similar to predicted protein [Physcomitrella patens subsp. patens] (GB:EDQ82661.1); contains InterPro domain Kelch repeat type 1 (InterPro:IPR006652); contains InterPro domain Kelch-type beta propeller (InterPro:IPR015915); contains InterPro domain Kelch repeat type 2 (InterPro:IPR011498); contains InterPro domain Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043)"
